#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-06-19T10:09:25 [V7.33.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-06-19T10:09:25	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-order=I&-out.src=J/ApJS/194/45/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/194/45/catalog&-out=z&-out=logLbol&-out=FIRST&-out=F6cm&-out=logL5100&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21940045
#Name: J/ApJS/194/45
#Title: QSO properties from SDSS-DR7 (Shen+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/194/45	    IVOID of underlying data collection
#INFO	creator=Shen Y.	    First author or institution
#INFO	cites=bibcode:2011ApJS..194...45S	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/194/45	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21940045	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_194_45_catalog:
#Name: J/ApJS/194/45/catalog
#Title: Catalog of quasar properties from SDSS DR7
#Column	z	(F9.6)	SDSS-DR7 redshift (Cat. VII/260)	[ucd=src.redshift]
#Column	logLbol	(F6.3)	? Bolometric luminosity (2)	[ucd=phys.luminosity]
#Column	FIRST	(I2)	[-1/2] FIRST (Cat. VIII/90) radio flag (4)	[ucd=meta.note]
#Column	F6cm	(E10.3)	? Observed radio flux density at rest-frame 6cm	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	logL5100	(F6.3)	? Monochromatic luminosity at 5100{AA}	[ucd=phys.luminosity]
z|logLbol|FIRST|F6cm|logL5100
 3.689200|46.823| 0|          |
 1.111100|46.390| 0|          |
 1.335000|46.750| 0|          |
 1.295700|46.239| 0|          |
 1.962600|46.501| 0|          |
 0.952500|45.422|-1|          |
 0.379100|45.338| 0|          |44.371
 3.623900|47.476| 1| 3.414e+01|
 1.721800|46.515| 0|          |
 1.087300|46.529| 0|          |
 2.901300|46.900| 0|          |
 0.992800|46.043| 0|          |
 0.884100|46.285| 1| 2.659e+00|44.967
 1.691500|46.987| 0|          |
 1.808100|46.554| 0|          |
 1.228000|46.235| 0|          |
 2.098000|46.935| 0|          |
 1.170200|46.250| 0|          |
 2.994000|46.546| 0|          |
 0.459000|45.831| 0|          |44.865
 0.729200|46.187| 2| 4.204e+02|45.243
 0.607200|45.592| 0|          |44.625
 0.138000|45.245| 1| 6.863e+01|44.279
 0.863800|46.274| 0|          |45.414
 0.143800|45.736| 0|          |44.770
 1.653600|46.282| 0|          |
 1.485400|46.307| 1| 1.291e+00|
 0.935800|46.154| 0|          |
 1.308500|46.212| 0|          |
 2.063000|46.694| 0|          |
 0.948900|46.235| 0|          |
 0.598500|45.672| 0|          |44.705
 0.434200|45.437| 0|          |44.470
 0.628700|45.126| 0|          |44.159
 0.635600|46.162| 0|          |45.196
 1.391700|46.300| 0|          |
 0.571100|45.616| 0|          |44.650
 2.961000|46.714| 0|          |
 0.330800|45.421| 0|          |44.454
 0.455500|45.601| 0|          |44.634
 1.001600|45.756| 0|          |
 0.247700|45.291|-1|          |44.324
 4.706400|47.046| 0|          |
 1.740000|46.655| 0|          |
 0.727200|45.873| 0|          |44.916
 1.618300|46.802| 0|          |
 1.506800|46.327| 0|          |
 1.674800|46.292| 2| 3.207e+01|
 1.340900|46.287| 0|          |
 1.219700|46.377| 0|          |
 1.284000|46.443| 0|          |
 2.815000|46.543| 0|          |
 1.422600|46.603| 0|          |
 1.920300|46.746| 0|          |
 2.017600|46.919| 0|          |
 0.898300|46.181| 0|          |
 0.815300|46.574| 0|          |45.620
 0.672100|45.767| 0|          |44.801
 1.147800|46.860| 0|          |
 1.279300|46.124| 0|          |
 1.215200|46.155| 0|          |
 0.369800|46.206| 0|          |45.239
 0.433700|45.497| 0|          |44.530
 1.871800|46.625| 0|          |
 1.155100|46.166| 0|          |
 1.777300|45.931| 0|          |
 2.451000|47.004| 0|          |
 1.062500|46.610| 0|          |
 3.208100|47.218| 0|          |
 2.965400|46.571| 0|          |
 0.763000|45.989| 0|          |44.874
 2.327200|46.697| 0|          |
 0.490900|45.643| 0|          |44.676
 0.478900|45.445| 0|          |44.478
 1.742200|46.151| 1| 8.042e+00|
 0.966300|46.413| 0|          |
 1.529900|46.400| 0|          |
 1.554500|46.385| 0|          |
 1.211400|46.287| 0|          |
 1.050300|46.194| 0|          |
 0.567600|46.027| 0|          |45.060
 3.850700|46.820| 1| 3.025e+01|
 1.086300|46.183| 0|          |
 1.309200|46.757| 0|          |
 1.539900|46.381| 0|          |
 1.138300|46.510| 0|          |
 0.889400|46.197| 0|          |45.372
 1.582500|46.591| 0|          |
 0.623100|45.762| 0|          |44.795
 3.292900|47.096| 0|          |
 1.467600|47.011| 0|          |
 1.371800|46.494| 2| 1.777e+02|
 1.609800|46.386| 0|          |
 0.158500|44.926| 0|          |43.960
 0.694400|45.949| 1| 1.298e+01|44.982
 1.284200|46.175| 2| 7.405e+01|
 1.154300|46.222| 0|          |
 4.635300|47.215| 0|          |
 1.712000|46.249| 0|          |
 1.950800|47.013| 0|          |
 1.438900|46.477| 0|          |
 2.181300|46.755| 0|          |
 0.588900|45.664| 0|          |44.698
 2.373300|46.680| 0|          |
 0.397800|45.326| 0|          |44.359
 1.089700|46.211| 0|          |
 1.202700|46.770| 0|          |
 0.971500|46.113| 0|          |
 1.711400|46.714| 0|          |
 1.613100|46.900| 0|          |
 1.386700|46.516| 0|          |
 1.042000|45.476| 0|          |
 1.664500|46.634| 0|          |
 0.538200|45.603| 0|          |44.637
 1.960500|46.901| 0|          |
 0.254900|45.324| 0|          |44.358
 1.084600|45.917| 0|          |
 1.057500|46.146| 0|          |
 2.912500|46.698| 0|          |
 1.270900|46.487| 0|          |
 2.006100|46.847| 0|          |
 2.808300|47.410| 2| 1.145e+01|
 2.333200|46.996| 0|          |
 1.962700|46.391| 0|          |
 2.307800|46.541| 0|          |
 1.749500|45.895| 0|          |
 2.221300|46.711| 1| 2.921e+02|
 2.291900|47.053| 0|          |
 0.701700|45.244| 0|          |44.440
 4.001900|46.697| 0|          |
 1.648200|46.401| 0|          |
 0.420600|46.235| 0|          |45.268
 1.056800|45.706| 0|          |
 1.568600|46.857| 0|          |
 1.340000|45.939| 1| 3.410e+00|
 1.869100|46.654| 0|          |
 0.573100|46.022| 0|          |45.055
 1.127900|46.124| 0|          |
 1.210000|46.338| 0|          |
 2.094900|46.612| 0|          |
 0.456900|45.255| 0|          |44.288
 1.456600|46.487| 0|          |
 0.778500|46.032| 0|          |45.039
 1.507400|46.853| 0|          |
 2.066600|46.569|-1|          |
 0.193300|44.964| 0|          |43.998
 0.700500|45.649| 0|          |44.764
 0.495400|45.655| 0|          |44.688
 1.173300|46.289| 0|          |
 0.599800|45.579| 0|          |44.612
 0.381400|45.462| 1| 1.301e+00|44.495
 0.337900|45.331| 0|          |44.365
 1.935600|47.716| 0|          |
 1.845000|46.568| 0|          |
 1.190500|46.088| 0|          |
 1.215100|46.826| 0|          |
 1.169900|46.719| 0|          |
 1.701000|46.636| 0|          |
 1.518700|46.439| 0|          |
 0.754600|46.208| 0|          |45.147
 1.857700|46.972| 0|          |
 2.123700|46.995| 0|          |
 0.888900|46.187| 0|          |45.293
 0.168500|44.930| 1| 3.926e+00|43.963
 1.420500|46.530| 0|          |
 0.394100|45.177| 1| 3.651e+00|44.211
 0.499900|45.665| 0|          |44.698
 0.799100|46.122| 0|          |45.212
 2.054100|46.854| 0|          |
 1.484900|46.654| 0|          |
 0.881800|45.329| 0|          |44.455
 1.241900|46.450| 2| 7.846e+02|
 1.683800|46.468| 0|          |
 4.017600|47.211| 0|          |
 2.248900|47.014| 0|          |
 1.118500|46.133| 0|          |
 1.083100|46.281| 0|          |
 1.054500|46.178| 1| 5.715e+00|
 2.921400|47.110| 0|          |
 3.125800|46.780| 0|          |
 1.492100|46.513| 0|          |
 0.582900|45.344| 0|          |44.377
 1.037400|46.618| 1| 2.735e+00|
 1.735000|47.762| 0|          |
 3.701800|46.184| 0|          |
 1.082400|46.185| 0|          |
 0.577200|45.646| 0|          |44.679
 2.140500|46.499| 0|          |
 0.603300|45.966| 0|          |44.999
 1.594100|46.561| 0|          |
 0.287000|45.186| 0|          |44.219
 0.963800|46.236| 0|          |
 1.062900|45.765| 0|          |
 1.719700|46.063| 0|          |
 2.541700|46.996| 0|          |
 3.476200|47.038| 0|          |
 1.461300|46.913| 0|          |
 1.084800|46.304| 0|          |
 3.929400|46.908| 0|          |
 3.491600|46.906| 0|          |
 1.192300|46.265| 0|          |
 1.052900|46.074| 1| 1.505e+01|
 1.617900|46.304| 0|          |
 0.314200|45.247| 0|          |44.280
 1.894200|47.007| 0|          |
 0.422600|45.206| 0|          |44.240
 1.850400|46.519| 0|          |
 0.793400|45.954| 0|          |44.859
 1.516200|46.501| 0|          |
 0.782700|45.972| 0|          |44.998
 1.487900|46.504| 0|          |
 1.634500|46.683| 0|          |
 1.982200|46.668| 0|          |
 2.079200|46.225| 0|          |
 2.009700|46.736| 0|          |
 1.411400|46.431| 0|          |
 0.154500|45.610| 1| 1.364e+00|44.643
 0.910900|46.094| 0|          |
 2.416600|46.499| 0|          |
 0.511900|45.382| 0|          |44.415
 0.399400|45.147| 0|          |44.180
 0.207400|44.988| 0|          |44.021
 2.815300|46.276| 0|          |
 2.395400|46.948| 0|          |
 3.214400|46.806| 0|          |
 0.464100|45.208| 0|          |44.242
 1.602600|46.492| 0|          |
 0.396500|45.498| 0|          |44.532
 1.830300|46.065| 0|          |
 1.245100|46.238| 0|          |
 0.227700|45.063| 0|          |44.096
 1.461500|46.350| 0|          |
 1.648800|46.485| 0|          |
 1.394400|46.428| 1| 5.678e+00|
 1.800100|46.584| 0|          |
 1.247800|46.245| 0|          |
 1.923500|46.551| 0|          |
 0.270100|45.452| 0|          |44.485
 1.896100|46.843| 0|          |
 0.777700|45.771| 0|          |44.839
 1.055300|46.460| 0|          |
 1.136200|46.360| 0|          |
 3.002800|46.630| 0|          |
 1.341900|46.358| 0|          |
 2.196200|46.972| 0|          |
 2.326200|46.800| 0|          |
 0.493800|45.381| 0|          |44.414
 3.102600|46.647| 0|          |
 0.519800|45.627| 0|          |44.660
 1.851200|46.753| 0|          |
 1.226200|46.210| 0|          |
 1.387300|46.458| 0|          |
 2.427600|47.045| 0|          |
 0.598400|46.000| 0|          |45.033
 1.034700|46.006| 0|          |
 3.287400|46.833| 0|          |
 1.127900|46.426| 0|          |
 1.700000|46.613| 0|          |
 0.438800|45.541| 0|          |44.575
 1.774500|46.643| 2| 2.665e+01|
 0.826900|45.944| 0|          |44.998
 1.264700|46.373| 0|          |
 2.159400|47.384| 0|          |
 1.025600|46.194| 0|          |
 1.850800|46.790| 0|          |
 1.915500|46.385| 0|          |
 1.624900|46.673| 0|          |
 0.805300|46.184| 0|          |45.267
 1.549700|46.348|-1|          |
 2.042300|46.896| 0|          |
 2.136200|46.739| 0|          |
 2.046400|46.752| 0|          |
 1.499400|46.585| 0|          |
 1.832200|46.737| 0|          |
 2.325500|46.293| 0|          |
 1.833800|46.775| 0|          |
 0.285300|45.215| 0|          |44.248
 1.829200|46.668| 0|          |
 1.143600|46.585| 0|          |
 4.024900|47.257| 2| 1.263e+01|
 1.065800|46.571| 0|          |
 1.993000|46.469| 0|          |
 2.128800|47.005| 2| 2.252e+03|
 2.456000|47.216| 0|          |
 0.747100|46.105| 2| 1.072e+01|45.133
 1.758000|46.762| 0|          |
 1.042400|46.151| 0|          |
 0.903200|46.589| 0|          |
 1.933300|46.841| 0|          |
 2.757800|46.522| 0|          |
 0.734100|46.130| 1| 8.474e+00|45.202
 1.675700|46.261|-1|          |
 1.179100|46.336| 0|          |
 1.799300|46.782| 0|          |
 1.863000|46.259| 0|          |
 0.728300|45.994| 2| 1.513e+01|45.113
 1.638600|46.500| 0|          |
 0.289800|45.331| 0|          |44.364
 1.159600|46.210| 0|          |
 1.183000|46.102| 0|          |
 1.412000|46.633| 0|          |
 1.094300|46.242| 1| 5.319e-01|
 0.579800|46.342| 0|          |45.376
 0.283400|45.171| 0|          |44.204
 1.317900|46.630| 0|          |
 0.439300|45.281| 0|          |44.314
 1.324700|46.240| 0|          |
 0.673500|46.468| 0|          |45.502
 1.620500|46.560| 0|          |
 0.412500|45.446| 0|          |44.479
 2.181600|47.087| 0|          |
 1.551600|46.447| 0|          |
 1.809000|46.583| 0|          |
 1.283500|46.583| 0|          |
 1.534200|46.502| 0|          |
 1.149700|46.358| 0|          |
 1.129200|46.269| 0|          |
 1.422600|47.324| 0|          |
 0.694700|46.008| 0|          |45.041
 1.231100|46.468| 1| 2.922e+00|
 1.428000|46.528| 0|          |
 2.647300|47.783| 1| 2.008e+02|
 0.436700|46.036| 0|          |45.069
 0.162500|45.105| 0|          |44.138
 0.392600|45.830| 1| 1.781e+00|44.863
 0.594300|45.845| 0|          |44.878
 0.981200|46.294| 0|          |
 1.103500|46.158| 0|          |
 1.822300|46.637| 0|          |
 2.996700|46.899| 0|          |
 1.627800|47.026| 0|          |
 1.853600|46.484| 0|          |
 0.756300|45.576|-1|          |44.701
 5.011000|      | 0|          |
 1.280100|46.476| 0|          |
 2.457600|47.290| 0|          |
 2.275600|46.916| 1| 1.488e+00|
 3.818600|47.116| 0|          |
 2.023700|46.988| 0|          |
 0.729900|45.899| 0|          |45.063
 2.462400|47.588| 0|          |
 0.935800|46.226| 0|          |
 3.039800|46.725| 0|          |
 2.054200|46.659| 0|          |
 1.944400|46.720| 0|          |
 1.547200|46.285| 1| 4.490e+01|
 2.159800|46.826| 0|          |
 1.019900|46.413| 0|          |
 1.276300|46.310| 0|          |
 2.394000|47.263| 2| 2.359e+01|
 1.070100|46.267| 0|          |
 1.635700|46.378| 0|          |
 2.272300|46.799| 0|          |
 3.599700|47.112| 0|          |
 0.419100|45.945| 1| 6.051e+01|44.979
 2.644200|47.210| 0|          |
 1.133000|46.360| 0|          |
 1.322100|46.341| 0|          |
 1.090200|46.060| 0|          |
 1.871700|47.009| 1| 7.066e-01|
 3.144800|46.450| 0|          |
 1.339400|46.254| 0|          |
 0.436100|45.697| 0|          |44.730
 0.617900|45.762| 0|          |44.796
 2.155100|46.269| 0|          |
 1.198700|46.819| 0|          |
 1.505500|46.415| 0|          |
 1.991900|47.022| 0|          |
 2.585800|46.968| 1| 1.222e+00|
 1.375800|46.375| 0|          |
 1.916800|46.672| 0|          |
 1.133600|46.032| 0|          |
 1.454900|46.513| 0|          |
 4.056200|47.042| 0|          |
 1.305900|46.568| 0|          |
 1.668800|46.574| 0|          |
 1.304800|46.585| 0|          |
 0.449400|45.604| 0|          |44.638
 1.480000|46.352| 1| 2.529e+01|
 3.272600|47.156| 0|          |
 0.676600|45.883| 0|          |44.917
 0.485800|45.630| 0|          |44.663
 1.252100|46.543| 0|          |
 0.107100|44.866| 1| 7.684e-01|43.899
 0.334700|45.111|-1|          |44.144
 1.409100|46.381| 0|          |
 0.897700|45.688| 0|          |
 1.234200|46.723| 0|          |
 1.215300|46.072| 0|          |
 1.003900|46.362|-1|          |
 2.303400|46.891| 0|          |
 1.193900|46.155| 0|          |
 2.875800|46.622| 0|          |
 0.488200|46.078| 0|          |45.111
 0.874800|46.429| 0|          |45.431
 2.889400|46.493| 0|          |
 1.277000|46.348| 0|          |
 1.675700|46.557| 0|          |
 0.497500|45.526| 0|          |44.560
 0.966400|46.122| 0|          |
 1.027000|45.956| 0|          |
 1.294200|46.116| 0|          |
 2.025500|46.843| 0|          |
 1.705400|46.611| 0|          |
 3.571800|47.014| 0|          |
 1.096300|46.205| 0|          |
 1.339200|46.502| 0|          |
 1.279600|46.292| 0|          |
 0.722800|46.370| 0|          |45.336
 0.356500|45.743| 0|          |44.776
 1.548300|46.401| 0|          |
 1.809800|46.657| 0|          |
 1.620200|47.047| 0|          |
 2.185700|46.366| 0|          |
 1.710500|46.545| 0|          |
 2.145000|47.090| 0|          |
 0.479400|45.729| 0|          |44.762
 0.870800|45.876| 0|          |44.907
 1.723500|46.394| 0|          |
 0.927200|46.153| 0|          |
 2.365600|46.380| 0|          |
 1.824100|46.550| 0|          |
 1.163000|46.210| 0|          |
 0.855900|45.553| 0|          |44.475
 1.803100|46.535| 0|          |
 0.374200|45.216| 0|          |44.250
 1.130600|46.210| 0|          |
 2.897000|46.825| 1| 4.359e+01|
 1.025500|46.219| 0|          |
 1.025800|46.522| 0|          |
 1.259500|46.332| 0|          |
 1.741500|46.611| 0|          |
 1.759000|46.801| 0|          |
 2.101900|46.342| 0|          |
 0.686200|45.743| 0|          |44.776
 4.100500|47.531| 0|          |
 1.735400|46.794| 0|          |
 1.133000|46.664| 0|          |
 1.006700|46.450| 0|          |
 0.859600|45.817|-1|          |45.008
 1.046400|45.945| 0|          |
 2.561700|46.478|-1|          |
 2.725000|47.249| 1| 5.618e+00|
 1.582000|46.732| 0|          |
 1.189900|46.394| 0|          |
 1.320500|46.771| 1| 2.200e+00|
 2.040000|45.577| 0|          |
 1.616900|46.160| 0|          |
 1.985400|46.715| 0|          |
 2.727300|46.930| 0|          |
 1.404900|46.293| 0|          |
 1.192900|46.561| 0|          |
 0.456300|45.710| 0|          |44.743
 1.005500|46.106| 2| 4.230e+01|
 0.545200|46.236| 0|          |45.270
 1.998100|46.813| 0|          |
 1.061400|45.602|-1|          |
 4.058200|46.441| 0|          |
 1.126900|46.416| 0|          |
 0.226500|45.433| 0|          |44.466
 1.542800|46.357| 0|          |
 0.678900|45.243| 0|          |44.276
 0.510800|45.639| 0|          |44.672
 0.668600|45.467| 0|          |44.500
 1.537100|46.913| 0|          |
 0.767400|46.144| 0|          |45.178
 2.046400|46.932| 0|          |
 1.928600|47.473| 0|          |
 1.927800|46.773| 0|          |
 1.495200|46.635|-1|          |
 3.255500|46.944| 0|          |
 0.315900|45.384| 1| 1.100e+00|44.418
 1.605000|46.486| 0|          |
 1.797900|46.542| 0|          |
 0.346700|45.225| 0|          |44.258
 1.121900|46.015| 0|          |
 0.445000|45.637|-1|          |44.670
 1.099400|46.705| 0|          |
 1.917900|47.023| 0|          |
 0.924300|46.268| 0|          |
 0.791400|45.897| 0|          |44.953
 3.335600|47.128| 0|          |
 0.314300|45.333| 1| 1.037e+00|44.367
 1.223900|46.697| 0|          |
 0.769600|45.815| 0|          |45.186
 1.654400|46.600| 0|          |
 3.613000|46.806| 0|          |
 3.547900|46.818| 0|          |
 1.102800|46.498| 0|          |
 0.583200|46.431| 0|          |45.465
 0.495500|46.231| 2| 5.276e+01|45.265
 0.694300|45.791| 1| 6.443e-01|44.825
 1.379100|46.450| 0|          |
 1.029200|46.058| 0|          |
 1.182800|46.102| 0|          |
 1.675600|46.662| 0|          |
 0.922700|45.857| 2| 1.767e+02|
 1.299200|46.333| 0|          |
 3.864500|46.783| 0|          |
 1.320600|46.606| 0|          |
 1.923200|46.617| 0|          |
 1.936200|46.836| 0|          |
 0.982400|46.139| 0|          |
 1.780900|46.554| 0|          |
 2.267900|47.124| 0|          |
 2.199900|46.779| 0|          |
 1.688000|46.565| 0|          |
 2.020200|47.106| 1| 1.032e+01|
 3.629500|47.369| 0|          |
 0.729800|45.985| 0|          |44.421
 2.206900|46.627| 0|          |
 1.567800|46.514| 0|          |
 1.798600|46.564| 0|          |
 1.927000|46.505| 0|          |
 2.031900|46.778| 0|          |
 0.620700|45.783| 1| 6.444e+01|44.817
 0.433700|45.108| 0|          |44.141
 1.278300|46.270| 0|          |
 1.550400|46.656| 0|          |
 0.994400|46.120| 0|          |
 0.558700|45.566|-1|          |44.600
 1.516500|46.341| 0|          |
 1.545300|46.337| 0|          |
 0.629500|45.468| 1| 7.170e-01|44.502
 1.258800|46.360|-1|          |
 1.949700|46.528|-1|          |
 0.387800|45.330| 1| 3.765e+00|44.364
 1.274000|46.461| 1| 9.295e-01|
 2.264800|47.134| 0|          |
 0.947500|46.538| 0|          |
 0.843100|45.941| 0|          |45.194
 1.303200|45.628|-1|          |
 0.707500|46.026| 0|          |45.028
 1.724000|46.432| 0|          |
 2.258300|46.819| 1| 1.970e+01|
 0.892900|45.976| 0|          |
 3.052900|46.893| 0|          |
 1.789800|46.651| 0|          |
 1.506100|46.784| 0|          |
 1.169300|46.299| 2| 6.390e+01|
 1.826800|46.530| 0|          |
 1.101800|46.114| 0|          |
 0.275300|45.281| 1| 5.172e-01|44.315
 1.749100|46.222| 0|          |
 0.626900|45.700| 0|          |44.733
 1.659700|46.470| 0|          |
 0.945500|45.921| 0|          |
 0.717300|46.158| 0|          |45.100
 2.162000|46.851| 0|          |
 1.687300|47.001| 0|          |
 1.723200|46.423| 0|          |
 0.289300|45.183| 0|          |44.216
 0.938400|46.293| 0|          |
 3.035800|46.454| 0|          |
 1.840800|46.744| 0|          |
 2.886500|47.294| 0|          |
 0.777500|45.907| 0|          |44.973
 1.491500|46.183| 0|          |
 1.707700|46.004| 0|          |
 0.514000|45.850| 0|          |44.883
 1.395700|46.326| 0|          |
 0.868300|46.186| 2| 1.014e+01|45.147
 2.908000|46.933| 0|          |
 0.512700|45.499| 0|          |44.532
 1.971100|46.515| 0|          |
 1.258900|46.417| 0|          |
 1.009800|46.006| 0|          |
 1.484200|46.448| 2| 4.762e+01|
 1.500800|46.421| 0|          |
 1.647100|46.477| 0|          |
 2.497800|47.190| 0|          |
 1.321000|46.573| 0|          |
 1.129900|46.678| 0|          |
 1.335300|46.838| 0|          |
 1.379500|46.214| 0|          |
 1.949800|47.148| 0|          |
 3.025700|46.517| 0|          |
 1.049200|46.179| 0|          |
 2.389300|46.747| 0|          |
 2.087000|46.545| 0|          |
 0.296900|45.147| 0|          |44.180
 1.514100|46.704| 0|          |
 1.785700|46.355| 0|          |
 2.109000|46.242| 0|          |
 3.067000|47.122| 0|          |
 0.664100|45.728| 0|          |44.761
 1.210300|46.179| 0|          |
 3.600800|47.153| 0|          |
 1.177600|45.771| 0|          |
 2.032700|47.038| 0|          |
 1.318600|46.273| 0|          |
 1.360900|46.220| 0|          |
 1.361300|46.774| 2| 3.667e+00|
 0.461500|45.279| 0|          |44.313
 0.508400|45.540| 0|          |44.574
 1.384000|46.384| 1| 1.879e+00|
 3.152700|46.883| 0|          |
 0.917200|46.244| 0|          |
 2.228100|46.958| 0|          |
 2.789900|46.685|-1|          |
 0.748700|45.535| 0|          |44.843
 1.263900|46.462| 0|          |
 0.374000|45.450| 0|          |44.484
 2.027000|47.317| 0|          |
 1.935600|46.587| 0|          |
 2.997200|46.682| 0|          |
 1.777200|46.500| 0|          |
 1.304200|46.274| 0|          |
 0.805200|46.612| 0|          |45.657
 3.931100|47.326| 0|          |
 1.408500|46.421| 0|          |
 0.965400|46.013| 0|          |
 2.012300|46.864| 0|          |
 0.102900|45.296| 1| 1.231e+00|44.329
 1.675000|46.629| 0|          |
 1.236900|46.611| 0|          |
 1.691800|46.365|-1|          |
 1.014800|46.336| 0|          |
 1.309900|46.371| 0|          |
 1.630200|46.700| 1| 8.950e+01|
 0.867500|46.509| 0|          |45.422
 2.905800|46.599| 0|          |
 1.335200|46.372| 0|          |
 1.379000|46.819| 0|          |
 0.152000|45.171| 1| 1.291e+00|44.204
 1.768000|46.371| 0|          |
 3.243800|47.019| 0|          |
 1.293900|46.372| 0|          |
 1.275700|46.381| 2| 1.663e+01|
 3.102700|46.842| 0|          |
 4.208100|47.739| 0|          |
 1.516300|46.972| 0|          |
 0.956800|45.286| 0|          |
 0.231900|45.162| 0|          |44.195
 1.579600|46.507| 0|          |
 1.187800|46.046| 0|          |
 1.169100|46.267| 0|          |
 0.546300|46.051| 0|          |45.084
 1.022300|45.938| 0|          |
 3.053800|46.805| 0|          |
 0.972200|46.056| 0|          |
 1.354900|47.096| 0|          |
 3.047000|47.022| 0|          |
 0.770200|45.763| 0|          |44.591
 1.537000|46.679| 0|          |
 1.486100|46.697| 0|          |
 1.503200|46.370| 0|          |
 0.914300|46.280| 0|          |
 0.915300|46.040| 0|          |
 1.538000|46.097| 0|          |
 0.956600|45.954| 0|          |
 1.304000|46.564| 0|          |
 1.536000|46.435|-1|          |
 1.834800|46.107| 0|          |
 1.576300|46.531| 0|          |
 1.314000|46.239|-1|          |
 0.816400|45.977| 0|          |45.079
 1.655000|46.542| 0|          |
 1.590500|47.068| 0|          |
 3.017400|46.478| 0|          |
 1.270100|46.590| 0|          |
 1.882000|46.075| 1| 5.802e+01|
 3.208400|46.820| 0|          |
 0.683400|46.004| 2| 2.362e+02|45.038
 1.963900|46.654| 0|          |
 1.941900|46.795| 0|          |
 0.431800|45.367| 0|          |44.401
 1.951900|46.563| 0|          |
 1.113200|46.097| 0|          |
 1.662700|46.536| 0|          |
 2.040100|46.469| 0|          |
 0.639600|45.541| 0|          |44.574
 1.201800|46.008| 0|          |
 1.444900|46.431| 0|          |
 0.426100|45.520| 0|          |44.553
 1.203900|46.686| 0|          |
 1.303600|46.574| 0|          |
 0.237300|44.964| 0|          |43.998
 0.269500|45.066| 0|          |44.099
 0.360400|45.589| 0|          |44.622
 0.608000|45.756| 0|          |44.790
 0.677500|45.814| 0|          |44.848
 1.001900|46.065| 0|          |
 0.451800|45.670| 1| 1.163e+00|44.704
 2.210900|47.031| 0|          |
 0.669300|45.848| 0|          |44.882
 0.664000|45.703| 0|          |44.737
 2.828000|46.404| 0|          |
 2.177000|47.191| 0|          |
 1.243700|46.135| 0|          |
 1.402200|46.543| 0|          |
 2.051400|47.206| 0|          |
 1.447800|46.092| 0|          |
 3.595700|46.901| 0|          |
 2.196700|47.306| 0|          |
 4.096200|47.085| 0|          |
 1.292100|46.366| 0|          |
 0.544700|45.720| 0|          |44.753
 1.364400|46.314| 0|          |
 0.536100|45.593| 0|          |44.626
 1.393300|46.501| 0|          |
 1.273600|46.400| 0|          |
 1.724500|46.339| 0|          |
 1.577800|46.528| 0|          |
 1.746100|46.499| 0|          |
 2.193700|46.922| 0|          |
 0.634900|45.930| 0|          |44.963
 1.071100|46.234| 0|          |
 1.574500|46.484| 0|          |
 0.749000|45.547| 0|          |44.623
 3.180300|47.130| 0|          |
 1.743700|46.401| 0|          |
 0.908900|46.161| 1| 5.775e+00|
 0.669800|46.066| 0|          |45.099
 0.463300|45.426| 0|          |44.460
 3.552700|46.907| 0|          |
 0.695700|46.051| 0|          |45.084
 0.999300|46.521| 0|          |
 1.928300|46.939| 0|          |
 0.998000|46.199| 0|          |
 3.172300|46.830| 1| 9.359e+00|
 1.427100|46.586| 0|          |
 1.451500|46.750| 0|          |
 0.838900|46.445| 0|          |45.610
 1.594200|46.634| 0|          |
 1.192100|46.244| 0|          |
 2.447200|46.435| 0|          |
 2.093500|46.805| 0|          |
 3.580700|47.144| 0|          |
 1.793700|46.284| 0|          |
 1.947000|46.694| 0|          |
 0.502500|46.185|-1|          |45.218
 1.813800|46.631| 0|          |
 1.817100|46.539| 0|          |
 1.381600|46.351| 0|          |
 1.090900|46.471| 0|          |
 2.448400|46.930| 0|          |
 0.602200|45.701| 0|          |44.734
 3.091800|46.632| 1| 1.549e+00|
 0.563700|45.915| 0|          |44.949
 1.526700|46.068| 0|          |
